TDS,Turbidity,pH,Temperature,Humidity,Result
287.5,74.13,4.61,13.5,47.68,Medium
79.85,88.75,1.68,63.46,61.27,Medium
302.38,9.79,3.45,98.72,94.59,Medium
412.74,91.33,1.09,5.77,4.53,Medium
461.38,18.21,5.48,6.63,27.64,Medium
294.07,60.16,4.28,2.03,50.61,Medium
37.91,55.58,1.68,14.46,91.74,Medium
273.9,94.92,1.71,34.18,47.87,Medium
481.39,77.57,2.9,27.72,27.4,Low
246.3,57.54,3.97,50.37,77.71,Medium
442.06,28.44,6.68,53.91,37.26,Medium
314.58,70.87,3.05,28.7,16.54,Medium
375.82,79.87,3.63,25.49,96.45,Medium
198.13,25.1,7.8,23.24,66.18,Medium
451.36,96.99,6.13,88.83,3.55,Medium
259.61,21.27,1.09,83.24,68.06,Medium
196.09,43.28,0.46,38.02,81.39,Medium
293.74,60.26,3.44,52.68,63.02,Medium
250.54,33.45,5.05,92.72,41.56,Medium
470.21,17.91,3.43,0.99,65.14,Medium
451.36,25.36,3.36,19.5,78.03,Medium
11.27,45.71,3.19,74.55,21.91,Medium
485.02,35.58,7.54,49.98,87.72,Medium
356.75,87.12,7.9,66.75,1.88,Medium
426.29,93.4,0.45,90.94,28.23,Medium
259.86,75.37,4.91,47.21,54.39,Medium
125.06,87.89,5.45,66.53,41.83,Medium
171.87,64.61,3.57,26.94,13.98,Low
360.42,83.09,4.52,92.88,66.1,Medium
143.06,15.74,0.91,95.99,77.76,Medium
299.59,53.07,4.36,92.79,98.6,Medium
370.54,78.68,4.75,82.71,1.47,Medium
46.12,80.83,1.45,98.27,97.13,Medium
313.73,88.67,3.21,55.15,79.98,Medium
330.86,74.24,2.7,41.64,85.49,Medium
247.81,30.83,6.98,52.43,20.76,Medium
288.6,74.22,2.88,34.56,29.65,Medium
411.38,23.42,5.7,36.05,51.21,Medium
182.91,20.98,7.76,63.6,86.2,Medium
18.16,71.22,6.99,76.95,40.32,Medium
248.68,54.47,7.4,17.59,98.33,Medium
393.7,50.67,2.42,90.08,18.64,Medium
470.9,43.96,1.65,86.49,68.76,Medium
431.69,87.96,3.16,49.5,97.83,Medium
363.46,70.9,2.69,16.05,73.02,Medium
480.09,59.3,1.4,86.07,74.83,Medium
453.97,59.18,6.69,65.59,12.98,Medium
459.29,68.37,2.28,83.21,97.02,Medium
55.87,37.97,7.2,51.88,33.19,Medium
403.96,81.59,5.41,60.17,37.19,Medium
474.27,7.3,0.61,27.76,20.33,Low
362.9,47.66,1.28,40.04,27.09,Medium
308.11,87.98,3.21,82.61,62.91,Medium
64.57,81.24,0.32,93.09,24.2,Medium
129.26,16.13,2.99,37.31,36.54,Medium
77.96,51.42,0.66,47.81,30.25,Medium
175.74,3.29,4.06,69.66,59.84,Medium
29.16,16.62,3.04,73.67,24.89,Medium
235.52,63.29,0.95,32.14,22.86,Medium
157.18,25.96,5.61,45.22,28.95,Medium
114.67,54.85,7.46,52.38,56.09,Medium
442.46,65.05,2.42,20.47,4.7,Low
69.92,12.12,6.01,32.31,91.78,Medium
458.4,5.11,6.55,37.93,26.63,Medium
204.58,92.83,2.31,97.32,59.78,Medium
270.99,80.96,1.15,33.62,25.33,Medium
353.49,11.55,6.14,99.92,28.5,Medium
478.75,6.31,6.53,5.64,23.77,Medium
86.81,51.72,0.07,59.44,31.84,Medium
238.48,49.75,3.4,84.09,36.83,Medium
70.09,69.74,3.49,18.82,71.99,Medium
434.33,16.76,4.16,50.98,23.23,Medium
161.97,71.76,4.22,14.51,89.66,Medium
426.56,41.78,7.79,79.77,41.55,Medium
6.14,2.24,6.34,77.4,4.98,Medium
379.33,99.57,5.2,64.84,19.26,Medium
438.1,39.09,0.02,53.61,28.02,Medium
461.61,72.31,6.59,70.12,23.82,Medium
191.95,18.71,1.83,99.72,26.77,Medium
222.86,87.14,4.58,29.41,96.07,Medium
365.78,81.53,6.86,75.46,52.81,Medium
168.58,43.84,2.84,7.73,93.56,Medium
226.54,79.58,5.9,78.44,16.18,Medium
244.56,19.28,6.93,17.97,81.68,Medium
203.23,4.07,0.92,95.39,13.19,Medium
440.96,73.51,3.16,21.06,0.4,Low
234.84,24.52,5.41,73.52,16.6,Medium
234.43,46.17,4.68,1.99,10.49,Medium
353.81,68.76,6.42,27.99,3.5,Medium
270.78,27.36,0.58,57.82,83.38,Medium
416.71,4.81,4.33,62.28,87.8,Medium
143.29,57.63,4.72,66.86,13.86,Medium
494.56,2.47,0.89,94.48,11.33,Medium
157.18,73.83,0.01,32.27,15.12,Medium
428.62,42.83,1.78,37.53,52.99,Medium
431.89,42.57,4.77,75.67,21.74,Medium
2.61,97.84,6.7,54.86,13.49,Medium
0.03,6.12,1.7,20.79,60.77,Low
252.69,57.16,3.78,6.76,64.62,Medium
407.85,15.27,4.86,35.74,72.52,Medium
160.35,6.09,5.2,45.6,57.06,Medium
79.9,61.74,7.66,96.37,2.62,Medium
422.66,53.36,3.39,41.27,61.34,Medium
266.29,2.96,3.77,17.61,22.3,Medium
436.94,9.05,7.4,87.3,91.73,Medium
362.59,38.37,5.07,53.11,71.69,Medium
382.8,40.78,1.28,65.17,71.04,Medium
266.97,40.32,7.62,64.71,25.1,Medium
292.0,65.45,3.22,97.1,32.62,Medium
133.91,11.48,7.99,70.06,36.41,Medium
336.8,63.34,4.32,61.91,36.84,Medium
1.58,68.73,4.76,11.22,42.99,Medium
140.67,97.18,1.43,45.87,17.36,Medium
165.63,41.75,2.61,28.07,8.18,Medium
154.19,83.27,1.15,57.02,25.33,Medium
57.33,94.87,3.74,4.12,82.1,Medium
305.2,4.03,3.03,17.67,0.8,Medium
385.03,84.5,5.11,64.73,77.49,Medium
495.86,16.43,0.6,74.58,78.83,Medium
216.54,1.28,2.81,67.95,2.16,Medium
340.01,82.43,0.43,74.68,5.99,Medium
177.36,19.58,1.03,51.64,15.2,Medium
113.91,73.59,7.38,83.57,69.17,Medium
450.46,1.12,6.02,22.57,53.99,Medium
158.17,80.97,6.9,23.27,53.17,Low
129.87,62.09,4.6,0.9,57.2,Medium
326.81,32.92,6.88,83.49,97.26,Medium
85.27,15.71,2.6,85.4,52.84,Medium
362.53,30.62,6.33,34.56,40.67,Medium
53.67,37.16,5.64,99.29,52.62,Medium
281.5,4.77,3.6,79.57,31.86,Medium
408.11,37.54,2.01,63.42,80.45,Medium
489.33,67.75,0.28,37.76,20.0,Medium
18.11,77.88,1.24,29.69,45.58,Low
323.44,12.4,4.73,81.49,3.87,Medium
127.99,4.65,6.18,51.67,74.13,Medium
117.34,31.6,0.04,62.89,10.53,Medium
461.58,55.08,6.74,54.56,6.53,Medium
497.51,69.26,5.88,19.46,98.86,Medium
143.84,25.99,5.51,61.98,63.63,Medium
388.98,75.54,3.95,78.58,3.4,Medium
318.76,91.28,4.83,0.56,88.11,Medium
141.65,53.36,7.01,43.78,61.62,Medium
401.49,86.48,1.91,38.29,33.95,Medium
196.19,96.54,4.38,50.55,0.42,Medium
50.91,48.82,6.27,69.6,10.1,Medium
2.22,62.1,4.91,3.99,66.22,Medium
218.67,15.76,6.0,39.98,63.05,Medium
293.33,53.03,5.52,95.83,90.37,Medium
222.96,77.91,4.67,69.15,21.16,Medium
285.42,12.42,2.99,84.93,14.67,Medium
403.76,78.39,2.66,9.52,29.3,Medium
358.69,57.35,1.9,59.61,73.54,Medium
319.88,70.14,5.16,60.79,81.08,Medium
426.7,0.86,0.82,82.22,35.47,Medium
191.29,10.28,7.61,79.75,3.55,Medium
21.23,76.14,7.14,75.21,59.14,Medium
441.12,51.43,3.04,77.4,78.53,Medium
151.43,4.67,0.81,60.2,30.21,Medium
140.95,12.19,0.68,3.3,61.97,Medium
266.21,55.43,7.95,16.23,35.67,Medium
238.64,7.38,4.64,75.12,78.67,Medium
100.03,46.63,0.68,31.37,84.39,Medium
166.04,35.1,2.5,96.58,11.19,Medium
422.18,80.68,1.07,99.56,54.55,Medium
58.87,79.45,5.51,60.05,68.08,Medium
194.68,4.11,3.34,78.28,92.32,Medium
85.42,81.81,1.45,33.08,70.78,Medium
25.27,36.6,0.1,67.63,26.8,Medium
127.66,74.93,7.85,58.01,99.93,Medium
82.09,90.9,2.37,6.39,68.21,Medium
176.17,90.15,7.84,6.44,47.18,Medium
368.43,66.3,2.12,64.21,22.87,Medium
433.66,95.86,2.22,46.42,48.42,Medium
463.93,2.17,5.18,83.56,20.26,Medium
333.61,51.98,4.96,14.72,87.98,Medium
63.23,38.67,5.39,99.63,94.06,Medium
334.96,33.17,0.11,5.45,53.35,Medium
45.97,51.33,3.1,96.97,10.66,Medium
55.21,77.05,3.05,44.08,31.92,Medium
238.86,33.12,6.57,14.6,83.19,Medium
333.21,46.69,3.2,2.84,88.05,Medium
291.67,20.89,0.71,13.62,23.02,Medium
180.43,28.08,0.09,27.54,6.26,Medium
322.2,50.19,3.55,1.22,24.1,Medium
460.09,90.65,2.2,35.85,25.93,Medium
497.85,47.87,6.9,12.72,24.68,Medium
9.13,65.34,5.84,19.14,28.25,Medium
208.06,23.33,4.1,77.15,24.26,Medium
61.52,18.18,1.33,6.91,32.88,Medium
304.75,46.68,2.25,34.97,31.87,Medium
440.99,3.83,0.09,63.31,99.26,Medium
378.01,50.27,0.81,22.52,88.1,Medium
49.11,54.0,4.82,64.53,91.6,Medium
172.06,27.52,4.55,98.02,96.58,Medium
323.63,64.49,7.55,79.06,35.83,Medium
311.32,73.43,0.51,28.11,10.81,Medium
415.47,76.67,5.39,39.39,76.22,Medium
109.48,62.02,1.68,11.81,75.67,Medium
377.2,0.1,5.69,0.44,71.13,Medium
378.99,60.09,3.6,61.51,92.02,Medium
396.73,60.91,3.33,5.97,23.64,Medium
401.57,90.07,5.36,98.94,40.73,Medium
278.39,38.24,7.56,61.77,72.36,Medium
315.0,1.24,5.19,99.57,81.56,Medium
454.93,44.37,0.58,7.12,53.71,Medium
378.6,87.21,3.32,72.29,35.22,Medium
403.86,39.54,7.12,64.35,14.16,Medium
68.13,14.13,1.51,55.88,14.45,Medium
31.74,29.08,5.11,94.49,53.9,Medium
388.53,91.16,5.82,7.68,97.35,Medium
354.66,8.89,6.82,87.76,37.08,Medium
474.31,92.28,7.39,43.94,17.17,Medium
192.1,5.81,3.96,70.77,64.93,Medium
348.16,66.62,2.99,19.13,72.56,Medium
400.53,24.93,5.24,27.86,34.29,Medium
245.91,9.33,2.71,0.77,64.72,Medium
302.82,80.81,3.95,50.7,99.63,Medium
183.78,87.22,4.23,90.95,18.46,Medium
35.95,70.3,0.82,1.57,97.48,Medium
201.97,86.04,2.48,29.5,13.64,Medium
353.4,22.77,4.16,14.83,13.47,Medium
209.18,72.68,3.85,46.06,21.15,Medium
446.29,98.13,5.45,15.06,30.49,Medium
361.81,81.52,3.38,78.74,5.24,Medium
406.54,7.05,4.41,9.77,50.79,Medium
22.84,54.39,1.65,11.4,60.78,Medium
445.8,27.34,1.51,68.58,52.58,Medium
382.77,71.29,0.43,63.53,82.17,Medium
267.1,23.46,5.99,15.01,11.95,Medium
241.35,32.68,6.46,70.48,66.27,Medium
142.51,61.46,1.31,35.03,69.29,Medium
357.07,57.49,4.39,92.09,85.42,Medium
487.24,31.42,7.28,99.85,49.74,Medium
141.36,89.31,4.0,65.15,25.01,Medium
324.24,38.0,1.51,78.15,61.06,Medium
287.09,7.03,6.12,82.16,59.11,Medium
11.25,16.36,4.77,89.7,39.27,Medium
149.22,71.39,2.68,9.04,30.76,Medium
61.5,55.91,5.46,30.52,67.92,Medium
492.7,39.55,4.27,33.93,25.63,Medium
200.45,95.26,6.39,76.62,63.76,Medium
179.13,11.75,0.44,33.39,54.91,Medium
464.68,20.25,4.52,46.79,40.74,Medium
162.86,29.96,2.41,16.91,4.76,Medium
134.72,70.71,7.66,68.75,90.78,Medium
128.39,75.61,5.31,20.15,62.83,Low
378.03,55.09,0.24,57.53,78.59,Medium
30.83,91.49,5.77,24.31,65.61,Low
195.06,77.93,3.82,71.16,50.12,Medium
320.98,80.03,6.49,20.28,73.89,Medium
319.82,64.28,5.24,85.43,61.58,Medium
241.82,63.52,5.62,48.04,75.07,Medium
274.98,65.17,0.31,59.74,19.39,Medium
478.31,8.06,3.56,39.61,82.89,Medium
211.7,44.7,2.48,60.06,48.22,Medium
287.15,24.09,3.25,67.11,12.1,Medium
221.99,93.29,7.91,64.65,38.0,Medium
189.05,10.98,5.16,11.8,69.11,Medium
351.64,67.99,3.49,67.98,94.58,Medium
372.11,87.5,8.0,98.51,79.86,Medium
100.21,98.95,6.08,58.16,65.78,Medium
179.24,89.89,6.76,36.98,64.66,Medium
411.55,51.12,1.27,24.76,21.69,Low
452.38,95.75,5.36,88.13,41.97,Medium
401.4,75.87,2.79,95.08,89.58,Medium
135.18,56.41,4.99,37.82,63.63,Medium
9.62,98.19,6.48,49.02,70.08,Medium
173.86,15.27,6.51,23.98,66.92,Medium
424.52,77.03,0.35,32.55,40.87,Medium
139.93,22.11,3.71,58.06,45.2,Medium
388.57,48.67,7.78,21.46,7.2,Medium
219.95,50.56,1.32,19.66,2.04,Medium
441.97,6.75,5.04,79.14,1.38,Medium
235.4,99.01,5.02,98.86,46.75,Medium
112.23,18.15,0.28,75.35,80.0,Medium
214.8,42.79,7.51,43.47,79.18,Medium
43.5,82.64,1.0,79.17,44.81,Medium
278.18,35.71,0.88,0.7,95.34,Medium
346.97,27.15,1.78,76.57,51.23,Medium
51.81,51.34,6.73,99.9,47.27,Medium
214.09,96.94,0.2,16.5,69.85,Medium
472.17,64.1,3.17,56.58,38.71,Medium
36.81,61.11,5.87,54.59,6.39,Medium
462.61,96.2,0.69,75.32,44.3,Medium
414.66,50.6,1.01,26.14,51.9,Low
206.61,26.99,4.21,85.11,78.22,Medium
243.55,20.25,5.4,53.27,7.52,Medium
42.14,96.52,1.48,53.87,78.96,Medium
461.29,90.58,5.82,32.82,41.35,Medium
370.55,53.03,3.44,49.39,55.06,Medium
60.84,63.84,5.6,30.72,3.94,Medium
341.19,54.8,7.84,85.56,36.29,Medium
337.36,28.91,3.62,94.44,31.61,Medium
464.88,72.27,4.98,11.26,71.42,Medium
35.73,29.91,6.79,47.55,9.81,Medium
150.94,82.36,4.76,60.06,54.61,Medium
384.53,47.41,0.78,28.44,4.19,Medium
389.44,44.97,2.9,95.66,9.44,Medium
177.99,11.41,1.92,94.65,73.38,Medium
314.55,43.24,1.18,25.58,33.92,Medium
319.71,61.77,6.03,90.66,92.39,Medium
189.16,83.06,7.03,50.7,62.45,Medium
318.53,92.98,2.91,25.98,91.34,Medium
375.66,53.81,5.31,56.71,37.7,Medium
477.91,23.27,1.19,0.63,94.93,Medium
256.47,60.77,2.88,96.81,36.56,Medium
443.19,54.19,7.7,44.29,88.94,Medium
382.93,43.29,5.36,11.14,10.89,Medium
440.53,14.13,1.72,69.09,93.0,Medium
248.81,61.18,6.25,76.28,60.66,Medium
293.02,54.15,6.72,53.95,58.29,Medium
13.0,87.68,1.77,51.37,70.64,Medium
357.63,14.86,0.02,27.22,80.41,Medium
404.7,46.34,1.51,42.73,15.63,Medium
60.8,35.99,3.04,99.42,69.26,Medium
48.51,65.29,3.74,7.28,78.18,Medium
110.9,94.39,1.04,30.24,92.41,Medium
374.28,84.6,6.7,59.09,13.3,Medium
234.54,85.84,2.95,29.55,59.38,Medium
299.15,51.62,0.06,47.34,3.94,Medium
420.94,98.41,4.38,28.82,60.97,Low
264.26,69.95,1.94,45.14,70.71,Medium
79.76,91.18,1.55,42.79,93.59,Medium
483.57,21.03,5.11,68.55,2.71,Medium
207.63,90.24,2.84,81.09,1.13,Medium
336.7,56.54,2.46,51.94,93.9,Medium
256.97,76.72,0.75,87.16,92.5,Medium
20.44,78.18,7.07,49.97,65.37,Medium
171.38,76.53,4.1,59.68,38.41,Medium
447.18,38.04,1.45,33.7,92.4,Medium
391.94,56.89,7.89,38.16,33.52,Medium
89.11,95.8,0.77,13.2,69.86,Medium
324.9,56.86,0.69,12.27,93.84,Medium
362.48,10.87,1.47,29.93,7.94,Medium
68.04,66.6,4.61,3.18,81.4,Medium
219.95,28.58,4.82,55.8,38.57,Medium
97.04,78.29,6.95,30.91,2.04,Medium
58.09,56.81,7.37,15.53,38.09,Medium
244.38,97.72,4.94,96.33,41.85,Medium
75.63,17.92,7.3,85.21,81.1,Medium
482.96,18.45,7.71,82.7,81.75,Medium
342.66,44.04,0.99,21.01,34.79,Medium
460.03,45.83,7.6,15.47,91.02,Medium
495.98,66.12,7.87,67.3,23.21,Medium
2.61,38.38,2.11,50.49,60.26,Medium
446.22,83.5,1.53,7.25,79.57,Medium
126.63,29.43,3.36,57.99,56.47,Medium
254.57,8.19,2.0,77.8,55.61,Medium
297.86,74.19,1.09,22.13,33.03,Medium
138.47,89.12,6.02,11.91,35.31,Medium
96.28,25.98,3.53,5.79,95.45,Medium
215.81,45.92,5.25,30.84,28.82,Medium
258.9,43.25,2.19,17.22,11.67,Medium
333.43,14.16,0.5,74.19,64.72,Medium
32.09,45.65,1.24,27.52,84.93,Medium
150.24,36.05,6.62,55.52,43.55,Medium
32.53,50.9,5.9,92.43,2.69,Medium
250.35,16.89,1.05,89.96,96.29,Medium
226.83,95.89,2.82,85.56,16.91,Medium
390.2,1.85,6.05,84.16,15.1,Medium
39.28,4.53,0.85,89.6,53.33,Medium
282.31,81.3,0.2,10.93,2.43,Medium
7.47,89.65,5.2,34.71,40.03,Medium
19.56,66.29,6.94,22.5,99.23,Low
42.85,21.56,7.73,22.58,46.14,Medium
359.16,35.98,0.03,98.78,62.7,Medium
178.01,22.2,4.06,15.54,69.41,Medium
9.42,46.18,4.62,87.58,58.38,Medium
491.56,15.78,4.29,81.12,28.61,Medium
59.11,4.96,3.26,3.75,41.84,Medium
32.41,1.46,5.48,87.16,53.58,Medium
483.57,48.17,7.1,99.36,39.33,Medium
154.19,10.48,3.94,43.21,15.44,Medium
20.65,53.66,2.3,85.17,70.17,Medium
348.77,74.69,0.82,14.35,75.91,Medium
453.69,64.0,2.15,60.57,86.23,Medium
366.4,38.93,0.73,46.88,41.44,Medium
478.83,53.62,6.44,25.93,97.97,Medium
405.0,85.05,0.67,42.73,41.35,Medium
228.55,33.68,6.73,81.25,92.31,Medium
313.3,95.15,0.66,58.45,27.36,Medium
459.3,70.48,4.2,67.51,2.62,Medium
14.3,89.82,5.24,19.09,62.81,Medium
158.35,8.47,0.06,83.11,48.54,Medium
438.27,33.11,0.38,97.25,84.32,Medium
411.86,49.41,0.94,7.24,78.86,Medium
64.85,75.05,6.82,30.29,70.25,Medium
58.42,91.61,4.88,22.1,39.38,Low
54.14,70.86,7.38,90.08,49.88,Medium
482.09,20.28,2.44,10.83,98.26,Medium
339.0,12.5,1.91,58.65,59.11,Medium
468.72,81.29,7.93,15.1,61.45,Medium
418.15,60.62,5.83,14.79,77.48,Medium
348.67,51.72,1.64,76.0,60.54,Medium
139.71,64.67,5.33,44.8,44.15,Medium
338.96,52.9,1.73,48.15,52.22,Medium
7.92,85.2,6.78,18.0,92.13,Medium
84.03,30.42,0.47,41.81,70.62,Medium
122.61,59.52,3.06,2.57,70.31,Medium
266.48,92.18,6.2,47.35,75.18,Medium
415.35,32.24,5.67,4.71,91.52,Medium
257.13,54.87,2.05,76.0,38.69,Medium
422.73,51.53,6.16,39.77,43.19,Medium
317.62,73.99,6.54,28.78,61.21,Medium
160.77,41.1,0.44,85.14,77.02,Medium
300.16,98.59,4.98,21.66,62.78,Medium
54.52,61.29,5.44,31.05,4.23,Medium
138.61,23.36,7.58,0.92,81.99,Medium
429.12,77.29,3.05,33.76,54.5,Medium
391.21,3.24,4.79,41.01,82.95,Medium
105.15,36.34,1.71,78.24,73.13,Medium
122.02,97.59,6.39,12.45,16.12,Medium
48.62,76.02,1.55,80.02,66.25,Medium
106.46,73.84,5.3,3.64,23.79,Medium
120.33,6.33,6.56,1.63,43.31,Medium
449.6,83.17,7.57,17.76,29.04,Medium
85.38,65.51,3.86,37.23,36.54,Medium
74.36,15.73,6.8,1.01,32.1,Medium
75.46,27.1,3.76,45.13,56.82,Medium
372.81,8.33,5.79,92.33,21.78,Medium
90.36,9.37,7.25,4.51,60.72,Medium
48.12,84.05,5.38,50.99,14.48,Medium
95.65,92.63,0.71,48.3,1.97,Medium
129.81,60.07,3.15,13.02,98.26,Medium
320.89,93.96,5.74,0.64,60.72,Medium
291.3,53.93,1.37,78.39,11.98,Medium
277.37,31.08,7.4,83.33,54.18,Medium
307.04,88.95,0.08,92.1,55.77,Medium
471.77,90.2,3.63,0.55,26.37,Medium
357.3,16.42,0.77,29.42,16.9,Medium
450.51,37.29,1.04,48.8,62.78,Medium
396.08,25.06,5.33,88.19,64.67,Medium
129.01,41.8,4.76,89.87,75.82,Medium
468.55,78.58,1.93,57.96,11.72,Medium
41.14,5.49,3.67,67.37,37.05,Medium
216.04,59.26,0.02,33.8,49.88,Medium
477.22,70.63,7.47,77.35,39.3,Medium
206.24,54.35,3.26,89.87,96.71,Medium
473.95,8.86,5.75,89.9,23.71,Medium
77.39,54.56,3.94,62.45,24.35,Medium
251.4,69.94,5.97,59.44,7.55,Medium
212.79,64.81,7.88,34.58,20.46,Medium
322.59,71.6,5.69,8.26,54.23,Medium
436.84,99.31,4.17,74.14,66.07,Medium
0.65,10.54,3.81,50.94,92.93,Medium
195.33,30.98,0.61,73.83,5.26,Medium
106.31,4.28,4.47,49.09,88.3,Medium
308.86,16.72,1.66,70.68,65.14,Medium
230.31,28.96,0.19,32.38,46.17,Medium
276.69,80.6,5.03,98.26,55.47,Medium
165.13,93.3,4.72,40.18,81.26,Medium
371.38,97.28,5.3,75.68,18.08,Medium
400.43,31.98,3.59,92.73,65.65,Medium
113.15,57.89,5.61,93.76,16.46,Medium
29.57,86.52,2.8,41.72,68.19,Medium
74.87,79.1,0.35,52.3,15.52,Medium
379.29,95.94,7.45,38.52,58.39,Medium
364.89,88.36,1.01,28.89,4.06,Medium
324.93,31.55,4.55,17.41,9.13,Medium
102.1,24.67,1.07,54.18,27.93,Medium
211.6,80.08,7.26,28.97,11.15,Medium
174.94,99.15,4.48,56.93,82.94,Medium
314.03,49.06,6.24,20.63,48.93,Medium
368.27,0.08,7.44,60.5,27.64,Medium
104.86,53.39,6.78,57.05,53.03,Medium
447.15,33.32,0.44,12.72,58.35,Medium
334.51,49.08,4.36,38.57,9.64,Medium
43.37,82.89,4.45,14.27,34.78,Medium
262.94,96.43,3.13,88.26,69.35,Medium
99.31,65.28,7.97,83.38,88.39,Medium
88.65,28.76,0.42,9.83,12.54,Medium
303.81,99.97,3.82,55.17,19.22,Medium
74.82,4.87,1.89,76.44,96.41,Medium
378.04,61.28,6.33,2.16,12.77,Medium
461.81,12.49,5.49,69.73,93.19,Medium
370.91,1.8,5.37,15.32,29.34,Medium
283.53,1.74,7.99,61.67,56.21,Medium
194.92,20.2,4.5,0.11,55.26,Medium
160.26,49.83,7.44,36.33,97.41,Medium
372.94,41.14,1.76,97.6,84.44,Medium
181.57,66.39,7.32,53.52,99.11,Medium
197.5,29.24,6.39,9.27,15.29,Medium
211.72,76.37,6.76,26.59,16.26,Medium
215.09,30.82,2.96,40.19,42.88,Medium
464.84,58.5,6.16,2.56,88.66,Medium
17.48,30.64,0.45,2.01,81.16,Medium
233.37,27.24,7.75,74.46,53.54,Medium
220.79,41.93,4.58,80.31,55.58,Medium
131.89,36.69,5.01,52.94,48.53,Medium
451.03,24.39,1.13,63.56,28.96,Medium
214.27,22.75,0.16,81.47,68.94,Medium
254.25,67.73,1.24,90.58,88.92,Medium
450.41,13.42,5.57,37.56,81.3,Medium
422.93,61.17,7.68,39.25,9.21,Medium
279.11,48.39,4.51,92.14,46.42,Medium
357.44,58.88,4.1,51.55,93.66,Medium
188.98,14.19,3.58,38.95,21.83,Medium
406.8,30.41,5.77,96.66,33.61,Medium
165.97,33.98,1.58,19.36,90.1,Medium
167.03,94.19,5.48,66.97,80.52,Medium
187.02,86.39,6.14,30.58,94.55,Medium
362.0,49.31,2.29,61.13,84.64,Medium
460.7,87.87,0.71,15.77,61.5,Medium
346.03,38.35,2.11,76.99,14.22,Medium
410.7,18.55,0.21,36.21,23.69,Medium
199.32,26.06,3.97,84.35,65.73,Medium
240.1,67.28,3.38,83.71,49.08,Medium
379.02,55.21,3.49,19.1,49.4,Medium
223.66,4.44,1.81,17.19,31.76,Medium
104.65,52.48,7.29,32.42,97.25,Medium
67.71,19.31,5.01,61.93,77.81,Medium
48.57,20.04,5.92,97.22,5.51,Medium
101.27,6.74,4.65,6.77,87.63,Medium
350.82,61.65,3.59,2.51,93.67,Medium
228.97,94.39,3.62,51.03,45.18,Medium
413.14,27.06,1.77,83.93,75.36,Medium
474.72,77.69,0.32,33.77,68.78,Medium
463.9,88.05,6.94,83.08,83.94,Medium
341.02,88.41,0.44,79.54,8.63,Medium
148.55,36.8,6.22,36.52,35.61,Medium
465.35,43.35,1.9,53.87,5.77,Medium
275.91,78.29,1.06,73.32,85.26,Medium
200.97,56.84,2.09,6.18,88.48,Medium
99.28,84.55,6.92,43.54,12.31,Medium
395.8,22.56,5.92,73.88,28.97,Medium
90.14,13.67,7.17,3.05,57.27,Medium
406.71,32.04,3.73,23.47,62.16,Medium
284.56,8.44,3.43,48.49,0.99,Medium
454.51,48.12,7.33,17.05,43.92,Medium
363.27,68.23,7.57,94.7,64.44,Medium
189.86,24.54,1.89,95.35,85.12,Medium
38.76,28.14,4.07,46.24,37.93,Medium
301.1,2.51,7.24,35.79,79.8,Medium
335.56,16.56,3.09,38.06,86.96,Medium
212.08,47.68,5.62,18.66,54.15,Medium
124.93,42.01,0.58,40.17,47.69,Medium
197.7,24.04,2.46,92.15,71.43,Medium
15.59,87.06,0.28,89.07,92.37,Medium
275.22,15.45,1.65,65.68,50.61,Medium
267.38,4.89,3.11,99.93,21.5,Medium
296.1,83.7,4.59,53.31,93.28,Medium
32.98,28.06,6.18,22.78,70.99,Medium
110.6,42.09,4.62,55.32,96.26,Medium
352.09,35.66,5.19,6.1,42.43,Medium
297.59,80.88,3.32,11.58,46.33,Medium
251.2,40.12,1.13,11.06,17.11,Medium
218.22,54.73,6.2,5.63,59.32,Medium
85.45,31.15,7.58,16.02,92.64,Medium
498.52,53.78,5.48,4.15,84.21,Medium
100.1,31.52,1.51,88.76,16.51,Medium
498.15,74.27,5.68,91.62,35.83,Medium
360.18,88.96,4.79,41.25,34.4,Medium
161.42,34.8,0.07,40.37,86.16,Medium
342.08,20.03,7.57,95.28,8.34,Medium
391.58,58.09,6.3,50.15,86.92,Medium
493.1,83.19,0.14,35.67,92.2,Medium
457.74,59.34,4.79,54.1,91.22,Medium
450.86,27.92,1.8,35.16,26.48,Medium
333.62,7.42,0.23,46.4,27.03,Medium
174.63,54.1,5.81,30.88,2.2,Medium
393.55,7.67,4.65,51.06,7.18,Medium
90.5,60.62,7.02,89.43,59.67,Medium
334.18,60.15,4.9,53.12,16.83,Medium
157.33,95.41,6.3,97.83,75.69,Medium
385.49,1.79,3.94,7.08,10.15,Medium
397.67,60.56,1.22,36.24,20.03,Medium
139.41,90.52,5.62,59.94,27.64,Medium
166.88,65.38,1.47,56.32,48.09,Medium
134.55,45.8,4.08,82.72,21.56,Medium
314.44,86.09,6.5,35.83,25.22,Medium
415.75,60.28,0.61,5.47,94.61,Medium
476.43,34.52,5.54,97.22,33.79,Medium
186.1,13.48,2.36,9.1,3.85,Medium
376.42,97.45,2.57,27.8,4.04,Medium
99.63,8.45,0.56,84.44,0.37,Medium
23.38,98.39,7.77,66.43,83.4,Medium
244.27,1.02,0.68,64.04,18.7,Medium
181.05,14.61,1.75,9.31,53.21,Medium
73.7,67.32,6.35,58.33,72.98,Medium
76.41,51.46,2.9,17.42,18.91,Medium
494.97,79.49,1.77,11.59,76.56,Medium
